Case study,Reference family,Summary,LLM,Role,Example,Insight,Evidence,Repetition,Output,BLEU,METEOR,ROUGE-1,ROUGE-2,ROUGE-L,Flesch Reading Ease
grazing,gpt5.2_short,bert,moonshotai/kimi-k2.5,No,No,Yes,plot+table,2,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/33_grazing_insights_plot_plus_table_rep2/02_summaries/bert.txt,0.010058,0.253102,0.448739,0.096722,0.151369,5.309964
grazing,gpt5.2_short,longformer_ext,moonshotai/kimi-k2.5,No,No,Yes,plot+table,2,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/33_grazing_insights_plot_plus_table_rep2/02_summaries/longformer_ext.txt,0.009721,0.121940,0.342964,0.069094,0.123020,6.752883
grazing,gpt5.2_short,none,moonshotai/kimi-k2.5,No,No,Yes,plot+table,2,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/33_grazing_insights_plot_plus_table_rep2/02_summaries/none.txt,0.008224,0.241177,0.233264,0.068636,0.095634,18.111458
grazing,gpt5.2_short,t5,moonshotai/kimi-k2.5,No,No,Yes,plot+table,2,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/33_grazing_insights_plot_plus_table_rep2/02_summaries/t5.txt,0.007053,0.113831,0.346072,0.055319,0.125265,32.396945
milk_consumption,gpt5.2_short,bart,moonshotai/kimi-k2.5,No,No,Yes,plot+table,2,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/33_milk_consumption_insights_plot_plus_table_rep2/02_summaries/bart.txt,0.024397,0.162743,0.407018,0.105448,0.173684,21.787414
milk_consumption,gpt5.2_short,bert,moonshotai/kimi-k2.5,No,No,Yes,plot+table,2,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/33_milk_consumption_insights_plot_plus_table_rep2/02_summaries/bert.txt,0.026985,0.287300,0.466441,0.121798,0.169966,-2.843539
milk_consumption,gpt5.2_short,longformer_ext,moonshotai/kimi-k2.5,No,No,Yes,plot+table,2,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/33_milk_consumption_insights_plot_plus_table_rep2/02_summaries/longformer_ext.txt,0.013451,0.170543,0.399334,0.085000,0.161398,35.536143
milk_consumption,gpt5.2_short,none,moonshotai/kimi-k2.5,No,No,Yes,plot+table,2,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/33_milk_consumption_insights_plot_plus_table_rep2/02_summaries/none.txt,0.017329,0.260349,0.236392,0.096211,0.120838,21.337063
milk_consumption,gpt5.2_short,t5,moonshotai/kimi-k2.5,No,No,Yes,plot+table,2,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/33_milk_consumption_insights_plot_plus_table_rep2/02_summaries/t5.txt,0.007994,0.135497,0.353480,0.069725,0.148352,28.625870
fauna,gpt5.2_short,bart,moonshotai/kimi-k2.5,No,Yes,No,plot,2,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/34_fauna_example_plot_rep2/02_summaries/bart.txt,0.025840,0.188655,0.431015,0.093714,0.182440,24.337649
fauna,gpt5.2_short,bert,moonshotai/kimi-k2.5,No,Yes,No,plot,2,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/34_fauna_example_plot_rep2/02_summaries/bert.txt,0.009610,0.286709,0.409038,0.078886,0.129780,5.045270
fauna,gpt5.2_short,longformer_ext,moonshotai/kimi-k2.5,No,Yes,No,plot,2,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/34_fauna_example_plot_rep2/02_summaries/longformer_ext.txt,0.004429,0.105114,0.274847,0.022140,0.122699,13.676957
fauna,gpt5.2_short,none,moonshotai/kimi-k2.5,No,Yes,No,plot,2,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/34_fauna_example_plot_rep2/02_summaries/none.txt,0.011477,0.234754,0.192692,0.063969,0.091779,19.443005
fauna,gpt5.2_short,t5,moonshotai/kimi-k2.5,No,Yes,No,plot,2,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/34_fauna_example_plot_rep2/02_summaries/t5.txt,0.036801,0.182882,0.459242,0.105869,0.190586,13.150861
grazing,gpt5.2_short,bart,moonshotai/kimi-k2.5,No,Yes,No,plot,2,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/34_grazing_example_plot_rep2/02_summaries/bart.txt,0.008113,0.136884,0.388708,0.080522,0.152009,16.553863
grazing,gpt5.2_short,bert,moonshotai/kimi-k2.5,No,Yes,No,plot,2,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/34_grazing_example_plot_rep2/02_summaries/bert.txt,0.016125,0.283339,0.483401,0.114286,0.168899,2.286468
grazing,gpt5.2_short,longformer_ext,moonshotai/kimi-k2.5,No,Yes,No,plot,2,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/34_grazing_example_plot_rep2/02_summaries/longformer_ext.txt,0.023505,0.228843,0.514241,0.107765,0.166139,7.628850
grazing,gpt5.2_short,none,moonshotai/kimi-k2.5,No,Yes,No,plot,2,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/34_grazing_example_plot_rep2/02_summaries/none.txt,0.009815,0.265211,0.276606,0.089209,0.115532,15.636119
grazing,gpt5.2_short,t5,moonshotai/kimi-k2.5,No,Yes,No,plot,2,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/34_grazing_example_plot_rep2/02_summaries/t5.txt,0.004385,0.139530,0.397838,0.082340,0.142703,27.693846
milk_consumption,gpt5.2_short,bart,moonshotai/kimi-k2.5,No,Yes,No,plot,2,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/34_milk_consumption_example_plot_rep2/02_summaries/bart.txt,0.026504,0.168000,0.419238,0.141818,0.190563,28.779114
milk_consumption,gpt5.2_short,bert,moonshotai/kimi-k2.5,No,Yes,No,plot,2,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/34_milk_consumption_example_plot_rep2/02_summaries/bert.txt,0.025882,0.272818,0.470905,0.130529,0.165948,-3.160305
milk_consumption,gpt5.2_short,longformer_ext,moonshotai/kimi-k2.5,No,Yes,No,plot,2,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/34_milk_consumption_example_plot_rep2/02_summaries/longformer_ext.txt,0.021039,0.184806,0.415605,0.092504,0.164013,10.058346
milk_consumption,gpt5.2_short,none,moonshotai/kimi-k2.5,No,Yes,No,plot,2,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/34_milk_consumption_example_plot_rep2/02_summaries/none.txt,0.025198,0.309106,0.317748,0.141494,0.161433,18.920318
milk_consumption,gpt5.2_short,t5,moonshotai/kimi-k2.5,No,Yes,No,plot,2,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/34_milk_consumption_example_plot_rep2/02_summaries/t5.txt,0.003079,0.117812,0.317522,0.077595,0.143272,18.426345
fauna,gpt5.2_short,bart,moonshotai/kimi-k2.5,No,Yes,No,table,2,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/35_fauna_example_table_rep2/02_summaries/bart.txt,0.030927,0.198260,0.442827,0.093750,0.178794,13.729949
fauna,gpt5.2_short,bert,moonshotai/kimi-k2.5,No,Yes,No,table,2,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/35_fauna_example_table_rep2/02_summaries/bert.txt,0.010275,0.278630,0.371282,0.070842,0.120000,-4.530079
fauna,gpt5.2_short,longformer_ext,moonshotai/kimi-k2.5,No,Yes,No,table,2,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/35_fauna_example_table_rep2/02_summaries/longformer_ext.txt,0.013406,0.190512,0.404573,0.056388,0.131926,7.892471
fauna,gpt5.2_short,none,moonshotai/kimi-k2.5,No,Yes,No,table,2,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/35_fauna_example_table_rep2/02_summaries/none.txt,0.008861,0.211168,0.158419,0.049501,0.073336,14.417131
fauna,gpt5.2_short,t5,moonshotai/kimi-k2.5,No,Yes,No,table,2,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/35_fauna_example_table_rep2/02_summaries/t5.txt,0.041387,0.195808,0.438479,0.085202,0.163311,11.837134
grazing,gpt5.2_short,bart,moonshotai/kimi-k2.5,No,Yes,No,table,2,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/35_grazing_example_table_rep2/02_summaries/bart.txt,0.007879,0.124131,0.344754,0.066524,0.139186,17.515305
grazing,gpt5.2_short,bert,moonshotai/kimi-k2.5,No,Yes,No,table,2,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/35_grazing_example_table_rep2/02_summaries/bert.txt,0.013717,0.250376,0.485461,0.092405,0.158028,5.109263
grazing,gpt5.2_short,longformer_ext,moonshotai/kimi-k2.5,No,Yes,No,table,2,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/35_grazing_example_table_rep2/02_summaries/longformer_ext.txt,0.012961,0.144513,0.355040,0.071492,0.135593,5.971514
grazing,gpt5.2_short,none,moonshotai/kimi-k2.5,No,Yes,No,table,2,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/35_grazing_example_table_rep2/02_summaries/none.txt,0.009350,0.266368,0.277259,0.077922,0.114746,20.077779
grazing,gpt5.2_short,t5,moonshotai/kimi-k2.5,No,Yes,No,table,2,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/35_grazing_example_table_rep2/02_summaries/t5.txt,0.003425,0.130065,0.387302,0.063627,0.141799,44.098385
milk_consumption,gpt5.2_short,bart,moonshotai/kimi-k2.5,No,Yes,No,table,2,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/35_milk_consumption_example_table_rep2/02_summaries/bart.txt,0.034473,0.162891,0.356618,0.104972,0.180147,26.615146
milk_consumption,gpt5.2_short,bert,moonshotai/kimi-k2.5,No,Yes,No,table,2,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/35_milk_consumption_example_table_rep2/02_summaries/bert.txt,0.028776,0.270148,0.460309,0.102400,0.164092,-9.537874
milk_consumption,gpt5.2_short,longformer_ext,moonshotai/kimi-k2.5,No,Yes,No,table,2,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/35_milk_consumption_example_table_rep2/02_summaries/longformer_ext.txt,0.005078,0.087522,0.247903,0.048553,0.106244,39.663655
milk_consumption,gpt5.2_short,none,moonshotai/kimi-k2.5,No,Yes,No,table,2,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/35_milk_consumption_example_table_rep2/02_summaries/none.txt,0.019811,0.284448,0.272030,0.101639,0.133112,11.466213
milk_consumption,gpt5.2_short,t5,moonshotai/kimi-k2.5,No,Yes,No,table,2,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/35_milk_consumption_example_table_rep2/02_summaries/t5.txt,0.005883,0.135906,0.333030,0.058341,0.136488,22.878755
fauna,gpt5.2_short,bart,moonshotai/kimi-k2.5,No,Yes,No,plot+table,2,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/36_fauna_example_plot_plus_table_rep2/02_summaries/bart.txt,0.033669,0.208990,0.462719,0.109890,0.188596,18.263237
fauna,gpt5.2_short,bert,moonshotai/kimi-k2.5,No,Yes,No,plot+table,2,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/36_fauna_example_plot_plus_table_rep2/02_summaries/bert.txt,0.009183,0.291546,0.387132,0.075328,0.127590,0.741568
fauna,gpt5.2_short,longformer_ext,moonshotai/kimi-k2.5,No,Yes,No,plot+table,2,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/36_fauna_example_plot_plus_table_rep2/02_summaries/longformer_ext.txt,0.015013,0.175733,0.380182,0.044580,0.133468,24.787184
fauna,gpt5.2_short,none,moonshotai/kimi-k2.5,No,Yes,No,plot+table,2,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/36_fauna_example_plot_plus_table_rep2/02_summaries/none.txt,0.010142,0.217113,0.168162,0.055816,0.079984,20.048514
fauna,gpt5.2_short,t5,moonshotai/kimi-k2.5,No,Yes,No,plot+table,2,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/36_fauna_example_plot_plus_table_rep2/02_summaries/t5.txt,0.047924,0.216227,0.466877,0.090622,0.176656,10.200860
grazing,gpt5.2_short,bart,moonshotai/kimi-k2.5,No,Yes,No,plot+table,2,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/36_grazing_example_plot_plus_table_rep2/02_summaries/bart.txt,0.008270,0.143465,0.376321,0.078390,0.143763,12.699767
grazing,gpt5.2_short,bert,moonshotai/kimi-k2.5,No,Yes,No,plot+table,2,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/36_grazing_example_plot_plus_table_rep2/02_summaries/bert.txt,0.013007,0.237276,0.466495,0.103226,0.163660,1.179062
grazing,gpt5.2_short,longformer_ext,moonshotai/kimi-k2.5,No,Yes,No,plot+table,2,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/36_grazing_example_plot_plus_table_rep2/02_summaries/longformer_ext.txt,0.000563,0.082702,0.200662,0.030939,0.081588,-92.000833
grazing,gpt5.2_short,none,moonshotai/kimi-k2.5,No,Yes,No,plot+table,2,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/36_grazing_example_plot_plus_table_rep2/02_summaries/none.txt,0.011748,0.268081,0.284817,0.085385,0.115183,17.678435
grazing,gpt5.2_short,t5,moonshotai/kimi-k2.5,No,Yes,No,plot+table,2,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/36_grazing_example_plot_plus_table_rep2/02_summaries/t5.txt,0.004811,0.130308,0.363832,0.071197,0.144241,25.891180
milk_consumption,gpt5.2_short,bart,moonshotai/kimi-k2.5,No,Yes,No,plot+table,2,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/36_milk_consumption_example_plot_plus_table_rep2/02_summaries/bart.txt,0.013941,0.108679,0.324012,0.098551,0.146577,14.738790
milk_consumption,gpt5.2_short,bert,moonshotai/kimi-k2.5,No,Yes,No,plot+table,2,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/36_milk_consumption_example_plot_plus_table_rep2/02_summaries/bert.txt,0.024726,0.271825,0.461292,0.103688,0.162306,-5.787182
milk_consumption,gpt5.2_short,longformer_ext,moonshotai/kimi-k2.5,No,Yes,No,plot+table,2,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/36_milk_consumption_example_plot_plus_table_rep2/02_summaries/longformer_ext.txt,0.017419,0.155753,0.327892,0.071073,0.116395,25.520759
milk_consumption,gpt5.2_short,none,moonshotai/kimi-k2.5,No,Yes,No,plot+table,2,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/36_milk_consumption_example_plot_plus_table_rep2/02_summaries/none.txt,0.022850,0.286949,0.283091,0.118753,0.140051,18.366927
milk_consumption,gpt5.2_short,t5,moonshotai/kimi-k2.5,No,Yes,No,plot+table,2,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/36_milk_consumption_example_plot_plus_table_rep2/02_summaries/t5.txt,0.028073,0.163101,0.371795,0.102752,0.164835,23.195566
fauna,gpt5.2_short,bart,moonshotai/kimi-k2.5,Yes,Yes,No,plot,2,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/37_fauna_role+example_plot_rep2/02_summaries/bart.txt,0.033498,0.200652,0.469453,0.077336,0.192926,17.826329
fauna,gpt5.2_short,bert,moonshotai/kimi-k2.5,Yes,Yes,No,plot,2,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/37_fauna_role+example_plot_rep2/02_summaries/bert.txt,0.008038,0.281913,0.385744,0.078699,0.137317,4.298704
fauna,gpt5.2_short,longformer_ext,moonshotai/kimi-k2.5,Yes,Yes,No,plot,2,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/37_fauna_role+example_plot_rep2/02_summaries/longformer_ext.txt,0.032952,0.212671,0.403968,0.063234,0.151488,8.179657
fauna,gpt5.2_short,none,moonshotai/kimi-k2.5,Yes,Yes,No,plot,2,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/37_fauna_role+example_plot_rep2/02_summaries/none.txt,0.008226,0.218746,0.163958,0.056621,0.081066,13.964512
fauna,gpt5.2_short,t5,moonshotai/kimi-k2.5,Yes,Yes,No,plot,2,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/37_fauna_role+example_plot_rep2/02_summaries/t5.txt,0.006987,0.169360,0.417778,0.053452,0.137778,22.427210
grazing,gpt5.2_short,bart,moonshotai/kimi-k2.5,Yes,Yes,No,plot,2,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/37_grazing_role+example_plot_rep2/02_summaries/bart.txt,0.004972,0.137455,0.373134,0.070513,0.142857,24.144425
grazing,gpt5.2_short,bert,moonshotai/kimi-k2.5,Yes,Yes,No,plot,2,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/37_grazing_role+example_plot_rep2/02_summaries/bert.txt,0.009710,0.262084,0.460147,0.082626,0.145845,5.581583
grazing,gpt5.2_short,longformer_ext,moonshotai/kimi-k2.5,Yes,Yes,No,plot,2,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/37_grazing_role+example_plot_rep2/02_summaries/longformer_ext.txt,0.008447,0.137944,0.306799,0.038206,0.092869,-59.802029
grazing,gpt5.2_short,none,moonshotai/kimi-k2.5,Yes,Yes,No,plot,2,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/37_grazing_role+example_plot_rep2/02_summaries/none.txt,0.006275,0.273257,0.270756,0.075219,0.101015,19.512580
grazing,gpt5.2_short,t5,moonshotai/kimi-k2.5,Yes,Yes,No,plot,2,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/37_grazing_role+example_plot_rep2/02_summaries/t5.txt,0.003257,0.101479,0.304740,0.036199,0.112867,26.678009
milk_consumption,gpt5.2_short,bart,moonshotai/kimi-k2.5,Yes,Yes,No,plot,2,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/37_milk_consumption_role+example_plot_rep2/02_summaries/bart.txt,0.008840,0.128192,0.334892,0.095595,0.144060,22.835870
milk_consumption,gpt5.2_short,bert,moonshotai/kimi-k2.5,Yes,Yes,No,plot,2,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/37_milk_consumption_role+example_plot_rep2/02_summaries/bert.txt,0.027877,0.278997,0.470717,0.119452,0.160920,-4.793218
milk_consumption,gpt5.2_short,longformer_ext,moonshotai/kimi-k2.5,Yes,Yes,No,plot,2,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/37_milk_consumption_role+example_plot_rep2/02_summaries/longformer_ext.txt,0.022808,0.186251,0.432602,0.078493,0.148903,4.992190
milk_consumption,gpt5.2_short,none,moonshotai/kimi-k2.5,Yes,Yes,No,plot,2,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/37_milk_consumption_role+example_plot_rep2/02_summaries/none.txt,0.019029,0.287658,0.299689,0.125445,0.139173,15.267981
milk_consumption,gpt5.2_short,t5,moonshotai/kimi-k2.5,Yes,Yes,No,plot,2,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/37_milk_consumption_role+example_plot_rep2/02_summaries/t5.txt,0.008754,0.118069,0.298196,0.049477,0.136752,7.643077
fauna,gpt5.2_short,bart,moonshotai/kimi-k2.5,Yes,Yes,No,table,2,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/38_fauna_role+example_table_rep2/02_summaries/bart.txt,0.036000,0.217566,0.411825,0.075587,0.165138,21.802939
fauna,gpt5.2_short,bert,moonshotai/kimi-k2.5,Yes,Yes,No,table,2,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/38_fauna_role+example_table_rep2/02_summaries/bert.txt,0.007903,0.259930,0.345208,0.066298,0.126443,4.506648
fauna,gpt5.2_short,longformer_ext,moonshotai/kimi-k2.5,Yes,Yes,No,table,2,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/38_fauna_role+example_table_rep2/02_summaries/longformer_ext.txt,0.034103,0.208199,0.414234,0.082267,0.153285,9.196908
fauna,gpt5.2_short,none,moonshotai/kimi-k2.5,Yes,Yes,No,table,2,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/38_fauna_role+example_table_rep2/02_summaries/none.txt,0.009288,0.213068,0.157991,0.045157,0.073899,14.557336
fauna,gpt5.2_short,t5,moonshotai/kimi-k2.5,Yes,Yes,No,table,2,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/38_fauna_role+example_table_rep2/02_summaries/t5.txt,0.004265,0.134071,0.334940,0.016908,0.120482,23.342501
grazing,gpt5.2_short,bart,moonshotai/kimi-k2.5,Yes,Yes,No,table,2,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/38_grazing_role+example_table_rep2/02_summaries/bart.txt,0.007770,0.146649,0.366914,0.061637,0.135737,36.980926
grazing,gpt5.2_short,bert,moonshotai/kimi-k2.5,Yes,Yes,No,table,2,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/38_grazing_role+example_table_rep2/02_summaries/bert.txt,0.007725,0.240139,0.449495,0.064475,0.137626,-6.038472
grazing,gpt5.2_short,longformer_ext,moonshotai/kimi-k2.5,Yes,Yes,No,table,2,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/38_grazing_role+example_table_rep2/02_summaries/longformer_ext.txt,0.012849,0.130682,0.283784,0.042301,0.106419,-31.941698
grazing,gpt5.2_short,none,moonshotai/kimi-k2.5,Yes,Yes,No,table,2,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/38_grazing_role+example_table_rep2/02_summaries/none.txt,0.008656,0.260668,0.260974,0.066715,0.100744,11.596866
grazing,gpt5.2_short,t5,moonshotai/kimi-k2.5,Yes,Yes,No,table,2,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/38_grazing_role+example_table_rep2/02_summaries/t5.txt,0.004362,0.115898,0.287912,0.033040,0.105495,13.050629
milk_consumption,gpt5.2_short,bart,moonshotai/kimi-k2.5,Yes,Yes,No,table,2,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/38_milk_consumption_role+example_table_rep2/02_summaries/bart.txt,0.020954,0.145078,0.349206,0.068905,0.135802,18.799468
milk_consumption,gpt5.2_short,bert,moonshotai/kimi-k2.5,Yes,Yes,No,table,2,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/38_milk_consumption_role+example_table_rep2/02_summaries/bert.txt,0.024373,0.275343,0.416000,0.090438,0.142118,-4.941544
milk_consumption,gpt5.2_short,longformer_ext,moonshotai/kimi-k2.5,Yes,Yes,No,table,2,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/38_milk_consumption_role+example_table_rep2/02_summaries/longformer_ext.txt,0.019106,0.154242,0.373444,0.068163,0.142739,15.867350
milk_consumption,gpt5.2_short,none,moonshotai/kimi-k2.5,Yes,Yes,No,table,2,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/38_milk_consumption_role+example_table_rep2/02_summaries/none.txt,0.014899,0.247161,0.236551,0.089808,0.108657,16.374215
milk_consumption,gpt5.2_short,t5,moonshotai/kimi-k2.5,Yes,Yes,No,table,2,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/38_milk_consumption_role+example_table_rep2/02_summaries/t5.txt,0.011355,0.139831,0.342454,0.047745,0.141218,23.350346
fauna,gpt5.2_short,bart,moonshotai/kimi-k2.5,Yes,Yes,No,plot+table,2,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/39_fauna_role+example_plot_plus_table_rep2/02_summaries/bart.txt,0.037703,0.209980,0.439024,0.068426,0.163902,15.618061
fauna,gpt5.2_short,bert,moonshotai/kimi-k2.5,Yes,Yes,No,plot+table,2,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/39_fauna_role+example_plot_plus_table_rep2/02_summaries/bert.txt,0.010071,0.270141,0.322795,0.073272,0.123960,-2.267277
fauna,gpt5.2_short,longformer_ext,moonshotai/kimi-k2.5,Yes,Yes,No,plot+table,2,results/kimi-k2.5_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260313_134646_630384/bundles/39_fauna_role+example_plot_plus_table_rep2/02_summaries/longformer_ext.txt,0.034860,0.199246,0.415954,0.072312,0.155745,1.518085
