Case study,Summary,LLM,Role,Example,Insight,Evidence,Repetition,Output,BLEU,METEOR,ROUGE-1,ROUGE-2,ROUGE-L,Flesch Reading Ease
milk_consumption,bart,mistral-medium-latest,Yes,Yes,No,plot+table,2,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/39_milk_consumption_role+example_plot_plus_table_rep2/02_summaries/bart.txt,0.036862,0.165251,0.371808,0.104401,0.179775,41.570014
milk_consumption,bert,mistral-medium-latest,Yes,Yes,No,plot+table,2,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/39_milk_consumption_role+example_plot_plus_table_rep2/02_summaries/bert.txt,0.014249,0.160311,0.386139,0.089286,0.172277,35.703123
milk_consumption,t5,mistral-medium-latest,Yes,Yes,No,plot+table,2,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/39_milk_consumption_role+example_plot_plus_table_rep2/02_summaries/t5.txt,0.029139,0.160027,0.375810,0.106061,0.187905,42.279772
milk_consumption,longformer_ext,mistral-medium-latest,Yes,Yes,No,plot+table,2,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/39_milk_consumption_role+example_plot_plus_table_rep2/02_summaries/longformer_ext.txt,0.048081,0.168249,0.394313,0.113960,0.176303,35.060511
milk_consumption,none,mistral-medium-latest,Yes,No,Yes,plot,2,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/40_milk_consumption_role+insights_plot_rep2/02_summaries/none.txt,0.028604,0.256020,0.257750,0.122589,0.139126,41.794896
milk_consumption,bart,mistral-medium-latest,Yes,No,Yes,plot,2,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/40_milk_consumption_role+insights_plot_rep2/02_summaries/bart.txt,0.023864,0.151968,0.341568,0.094726,0.171858,36.090000
milk_consumption,bert,mistral-medium-latest,Yes,No,Yes,plot,2,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/40_milk_consumption_role+insights_plot_rep2/02_summaries/bert.txt,0.035055,0.182082,0.424726,0.123876,0.183450,39.059084
milk_consumption,t5,mistral-medium-latest,Yes,No,Yes,plot,2,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/40_milk_consumption_role+insights_plot_rep2/02_summaries/t5.txt,0.018271,0.147278,0.355161,0.095662,0.175361,41.327078
milk_consumption,longformer_ext,mistral-medium-latest,Yes,No,Yes,plot,2,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/40_milk_consumption_role+insights_plot_rep2/02_summaries/longformer_ext.txt,0.022213,0.176111,0.417541,0.093601,0.171592,31.648445
milk_consumption,none,mistral-medium-latest,Yes,No,Yes,table,2,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/41_milk_consumption_role+insights_table_rep2/02_summaries/none.txt,0.016191,0.231000,0.244936,0.084789,0.123399,42.750529
milk_consumption,bart,mistral-medium-latest,Yes,No,Yes,table,2,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/41_milk_consumption_role+insights_table_rep2/02_summaries/bart.txt,0.010872,0.145095,0.347072,0.078261,0.162690,43.193817
milk_consumption,bert,mistral-medium-latest,Yes,No,Yes,table,2,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/41_milk_consumption_role+insights_table_rep2/02_summaries/bert.txt,0.016693,0.147335,0.365634,0.092092,0.155844,32.769544
milk_consumption,t5,mistral-medium-latest,Yes,No,Yes,table,2,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/41_milk_consumption_role+insights_table_rep2/02_summaries/t5.txt,0.011652,0.141663,0.351648,0.088106,0.164835,40.087979
milk_consumption,longformer_ext,mistral-medium-latest,Yes,No,Yes,table,2,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/41_milk_consumption_role+insights_table_rep2/02_summaries/longformer_ext.txt,0.012533,0.163847,0.360281,0.061620,0.144112,35.852388
milk_consumption,none,mistral-medium-latest,Yes,No,Yes,plot+table,2,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/42_milk_consumption_role+insights_plot_plus_table_rep2/02_summaries/none.txt,0.024318,0.236250,0.241170,0.103084,0.125084,39.861931
milk_consumption,bart,mistral-medium-latest,Yes,No,Yes,plot+table,2,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/42_milk_consumption_role+insights_plot_plus_table_rep2/02_summaries/bart.txt,0.025211,0.139857,0.320594,0.072340,0.157113,25.730475
milk_consumption,bert,mistral-medium-latest,Yes,No,Yes,plot+table,2,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/42_milk_consumption_role+insights_plot_plus_table_rep2/02_summaries/bert.txt,0.030639,0.167921,0.390342,0.108871,0.173038,37.477746
milk_consumption,t5,mistral-medium-latest,Yes,No,Yes,plot+table,2,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/42_milk_consumption_role+insights_plot_plus_table_rep2/02_summaries/t5.txt,0.008920,0.127531,0.312711,0.083427,0.159730,37.888188
milk_consumption,longformer_ext,mistral-medium-latest,Yes,No,Yes,plot+table,2,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/42_milk_consumption_role+insights_plot_plus_table_rep2/02_summaries/longformer_ext.txt,0.037765,0.132044,0.370291,0.105717,0.182992,62.065000
milk_consumption,none,mistral-medium-latest,No,Yes,Yes,plot,2,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/43_milk_consumption_insights+example_plot_rep2/02_summaries/none.txt,0.032668,0.286086,0.324190,0.142857,0.166459,36.952667
milk_consumption,bart,mistral-medium-latest,No,Yes,Yes,plot,2,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/43_milk_consumption_insights+example_plot_rep2/02_summaries/bart.txt,0.018180,0.119330,0.300606,0.116646,0.157576,45.494214
milk_consumption,bert,mistral-medium-latest,No,Yes,Yes,plot,2,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/43_milk_consumption_insights+example_plot_rep2/02_summaries/bert.txt,0.015191,0.147792,0.369955,0.103371,0.181614,41.715919
milk_consumption,t5,mistral-medium-latest,No,Yes,Yes,plot,2,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/43_milk_consumption_insights+example_plot_rep2/02_summaries/t5.txt,0.009909,0.127080,0.310954,0.082645,0.134276,37.469571
milk_consumption,longformer_ext,mistral-medium-latest,No,Yes,Yes,plot,2,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/43_milk_consumption_insights+example_plot_rep2/02_summaries/longformer_ext.txt,0.052623,0.171520,0.399261,0.112963,0.173752,47.291565
milk_consumption,none,mistral-medium-latest,No,Yes,Yes,table,2,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/44_milk_consumption_insights+example_table_rep2/02_summaries/none.txt,0.018278,0.255107,0.273617,0.106963,0.140778,36.590835
milk_consumption,bart,mistral-medium-latest,No,Yes,Yes,table,2,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/44_milk_consumption_insights+example_table_rep2/02_summaries/bart.txt,0.029443,0.133744,0.327394,0.087054,0.160356,35.414800
milk_consumption,bert,mistral-medium-latest,No,Yes,Yes,table,2,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/44_milk_consumption_insights+example_table_rep2/02_summaries/bert.txt,0.014281,0.151983,0.342023,0.075235,0.160584,38.063616
milk_consumption,t5,mistral-medium-latest,No,Yes,Yes,table,2,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/44_milk_consumption_insights+example_table_rep2/02_summaries/t5.txt,0.009382,0.129756,0.306966,0.073373,0.141677,43.481923
milk_consumption,longformer_ext,mistral-medium-latest,No,Yes,Yes,table,2,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/44_milk_consumption_insights+example_table_rep2/02_summaries/longformer_ext.txt,0.020114,0.162418,0.327778,0.081633,0.142593,33.639290
milk_consumption,none,mistral-medium-latest,No,Yes,Yes,plot+table,2,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/45_milk_consumption_insights+example_plot_plus_table_rep2/02_summaries/none.txt,0.029249,0.280650,0.277368,0.130595,0.149474,35.352566
milk_consumption,bart,mistral-medium-latest,No,Yes,Yes,plot+table,2,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/45_milk_consumption_insights+example_plot_plus_table_rep2/02_summaries/bart.txt,0.028067,0.136265,0.320988,0.085489,0.154882,25.277123
milk_consumption,bert,mistral-medium-latest,No,Yes,Yes,plot+table,2,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/45_milk_consumption_insights+example_plot_plus_table_rep2/02_summaries/bert.txt,0.012583,0.155889,0.354701,0.066381,0.162393,36.840907
milk_consumption,t5,mistral-medium-latest,No,Yes,Yes,plot+table,2,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/45_milk_consumption_insights+example_plot_plus_table_rep2/02_summaries/t5.txt,0.004597,0.108088,0.286774,0.066914,0.138443,47.036123
milk_consumption,longformer_ext,mistral-medium-latest,No,Yes,Yes,plot+table,2,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/45_milk_consumption_insights+example_plot_plus_table_rep2/02_summaries/longformer_ext.txt,0.051554,0.158519,0.340930,0.102283,0.185962,33.708600
milk_consumption,none,mistral-medium-latest,Yes,Yes,Yes,plot,2,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/46_milk_consumption_all_three_plot_rep2/02_summaries/none.txt,0.023574,0.241521,0.249402,0.105364,0.134993,38.266334
milk_consumption,bart,mistral-medium-latest,Yes,Yes,Yes,plot,2,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/46_milk_consumption_all_three_plot_rep2/02_summaries/bart.txt,0.011001,0.164893,0.369168,0.063008,0.166329,38.212953
milk_consumption,bert,mistral-medium-latest,Yes,Yes,Yes,plot,2,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/46_milk_consumption_all_three_plot_rep2/02_summaries/bert.txt,0.018611,0.184038,0.442270,0.113725,0.185910,40.270414
milk_consumption,t5,mistral-medium-latest,Yes,Yes,Yes,plot,2,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/46_milk_consumption_all_three_plot_rep2/02_summaries/t5.txt,0.019209,0.142027,0.358804,0.102109,0.168328,40.283111
milk_consumption,longformer_ext,mistral-medium-latest,Yes,Yes,Yes,plot,2,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/46_milk_consumption_all_three_plot_rep2/02_summaries/longformer_ext.txt,0.047488,0.178988,0.375235,0.093985,0.170732,27.422339
milk_consumption,none,mistral-medium-latest,Yes,Yes,Yes,table,2,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/47_milk_consumption_all_three_table_rep2/02_summaries/none.txt,0.016230,0.234793,0.239437,0.090909,0.123126,37.874859
milk_consumption,bart,mistral-medium-latest,Yes,Yes,Yes,table,2,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/47_milk_consumption_all_three_table_rep2/02_summaries/bart.txt,0.015775,0.164924,0.373695,0.092050,0.173278,41.965553
milk_consumption,bert,mistral-medium-latest,Yes,Yes,Yes,table,2,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/47_milk_consumption_all_three_table_rep2/02_summaries/bert.txt,0.018676,0.163875,0.388998,0.094488,0.163065,31.633400
milk_consumption,t5,mistral-medium-latest,Yes,Yes,Yes,table,2,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/47_milk_consumption_all_three_table_rep2/02_summaries/t5.txt,0.017019,0.147444,0.355698,0.083244,0.168264,34.867245
milk_consumption,longformer_ext,mistral-medium-latest,Yes,Yes,Yes,table,2,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/47_milk_consumption_all_three_table_rep2/02_summaries/longformer_ext.txt,0.039797,0.148022,0.307692,0.081951,0.153846,44.851948
milk_consumption,none,mistral-medium-latest,Yes,Yes,Yes,plot+table,2,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/48_milk_consumption_all_three_plot_plus_table_rep2/02_summaries/none.txt,0.023808,0.251751,0.237771,0.108844,0.124589,40.186099
milk_consumption,bart,mistral-medium-latest,Yes,Yes,Yes,plot+table,2,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/48_milk_consumption_all_three_plot_plus_table_rep2/02_summaries/bart.txt,0.056765,0.185615,0.395469,0.121775,0.179197,39.940757
milk_consumption,bert,mistral-medium-latest,Yes,Yes,Yes,plot+table,2,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/48_milk_consumption_all_three_plot_plus_table_rep2/02_summaries/bert.txt,0.030153,0.165172,0.383104,0.110236,0.174853,39.963339
milk_consumption,t5,mistral-medium-latest,Yes,Yes,Yes,plot+table,2,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/48_milk_consumption_all_three_plot_plus_table_rep2/02_summaries/t5.txt,0.024893,0.169749,0.380130,0.112554,0.185745,41.298333
milk_consumption,longformer_ext,mistral-medium-latest,Yes,Yes,Yes,plot+table,2,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/48_milk_consumption_all_three_plot_plus_table_rep2/02_summaries/longformer_ext.txt,0.023138,0.125293,0.329519,0.105505,0.167048,40.605355
milk_consumption,none,mistral-medium-latest,No,No,No,plot,3,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/49_milk_consumption_none_plot_rep3/02_summaries/none.txt,0.049308,0.322765,0.407348,0.189448,0.214856,51.112692
milk_consumption,bart,mistral-medium-latest,No,No,No,plot,3,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/49_milk_consumption_none_plot_rep3/02_summaries/bart.txt,0.029695,0.158558,0.360849,0.113475,0.193396,47.709077
milk_consumption,bert,mistral-medium-latest,No,No,No,plot,3,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/49_milk_consumption_none_plot_rep3/02_summaries/bert.txt,0.014257,0.127968,0.347526,0.096886,0.174914,39.283750
milk_consumption,t5,mistral-medium-latest,No,No,No,plot,3,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/49_milk_consumption_none_plot_rep3/02_summaries/t5.txt,0.003782,0.116498,0.300000,0.075188,0.145000,49.132941
milk_consumption,longformer_ext,mistral-medium-latest,No,No,No,plot,3,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/49_milk_consumption_none_plot_rep3/02_summaries/longformer_ext.txt,0.005860,0.127338,0.324382,0.062433,0.143931,49.356667
milk_consumption,none,mistral-medium-latest,No,No,No,table,3,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/50_milk_consumption_none_table_rep3/02_summaries/none.txt,0.021519,0.266594,0.296515,0.109929,0.155936,42.834165
milk_consumption,bart,mistral-medium-latest,No,No,No,table,3,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/50_milk_consumption_none_table_rep3/02_summaries/bart.txt,0.032836,0.157639,0.368071,0.106667,0.192905,39.355741
milk_consumption,bert,mistral-medium-latest,No,No,No,table,3,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/50_milk_consumption_none_table_rep3/02_summaries/bert.txt,0.006213,0.125391,0.337719,0.068132,0.157895,34.935597
milk_consumption,t5,mistral-medium-latest,No,No,No,table,3,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/50_milk_consumption_none_table_rep3/02_summaries/t5.txt,0.023399,0.134512,0.339181,0.096131,0.159064,50.470495
milk_consumption,longformer_ext,mistral-medium-latest,No,No,No,table,3,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/50_milk_consumption_none_table_rep3/02_summaries/longformer_ext.txt,0.029595,0.149631,0.339703,0.119149,0.161359,31.734240
milk_consumption,none,mistral-medium-latest,No,No,No,plot+table,3,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/51_milk_consumption_none_plot_plus_table_rep3/02_summaries/none.txt,0.038855,0.321851,0.340879,0.157229,0.181092,50.301828
milk_consumption,bart,mistral-medium-latest,No,No,No,plot+table,3,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/51_milk_consumption_none_plot_plus_table_rep3/02_summaries/bart.txt,0.023547,0.121179,0.286396,0.110048,0.164678,40.455701
milk_consumption,bert,mistral-medium-latest,No,No,No,plot+table,3,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/51_milk_consumption_none_plot_plus_table_rep3/02_summaries/bert.txt,0.005412,0.118079,0.292849,0.075085,0.143019,42.741982
milk_consumption,t5,mistral-medium-latest,No,No,No,plot+table,3,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/51_milk_consumption_none_plot_plus_table_rep3/02_summaries/t5.txt,0.010454,0.110347,0.273504,0.073439,0.131868,50.574637
milk_consumption,longformer_ext,mistral-medium-latest,No,No,No,plot+table,3,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/51_milk_consumption_none_plot_plus_table_rep3/02_summaries/longformer_ext.txt,0.037379,0.114523,0.272921,0.087607,0.149254,42.950000
milk_consumption,none,mistral-medium-latest,Yes,No,No,plot,3,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/52_milk_consumption_role_plot_rep3/02_summaries/none.txt,0.030711,0.259643,0.293955,0.133740,0.158625,49.232798
milk_consumption,bart,mistral-medium-latest,Yes,No,No,plot,3,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/52_milk_consumption_role_plot_rep3/02_summaries/bart.txt,0.010616,0.140325,0.359955,0.081172,0.175478,43.752858
milk_consumption,bert,mistral-medium-latest,Yes,No,No,plot,3,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/52_milk_consumption_role_plot_rep3/02_summaries/bert.txt,0.025605,0.156319,0.414973,0.141479,0.201070,46.892356
milk_consumption,t5,mistral-medium-latest,Yes,No,No,plot,3,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/52_milk_consumption_role_plot_rep3/02_summaries/t5.txt,0.004645,0.120065,0.302243,0.066272,0.151122,43.005577
milk_consumption,longformer_ext,mistral-medium-latest,Yes,No,No,plot,3,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/52_milk_consumption_role_plot_rep3/02_summaries/longformer_ext.txt,0.014693,0.116364,0.280240,0.086435,0.143713,41.722365
milk_consumption,none,mistral-medium-latest,Yes,No,No,table,3,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/53_milk_consumption_role_table_rep3/02_summaries/none.txt,0.017064,0.243230,0.243756,0.088385,0.122572,47.427141
milk_consumption,bart,mistral-medium-latest,Yes,No,No,table,3,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/53_milk_consumption_role_table_rep3/02_summaries/bart.txt,0.013262,0.140960,0.364407,0.087049,0.165254,35.876644
milk_consumption,bert,mistral-medium-latest,Yes,No,No,table,3,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/53_milk_consumption_role_table_rep3/02_summaries/bert.txt,0.015908,0.153086,0.366226,0.093782,0.164802,36.736866
milk_consumption,t5,mistral-medium-latest,Yes,No,No,table,3,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/53_milk_consumption_role_table_rep3/02_summaries/t5.txt,0.010323,0.120181,0.301003,0.075978,0.160535,37.436667
milk_consumption,longformer_ext,mistral-medium-latest,Yes,No,No,table,3,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/53_milk_consumption_role_table_rep3/02_summaries/longformer_ext.txt,0.002331,0.092856,0.261283,0.042857,0.118765,47.845033
milk_consumption,none,mistral-medium-latest,Yes,No,No,plot+table,3,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/54_milk_consumption_role_plot_plus_table_rep3/02_summaries/none.txt,0.025581,0.249142,0.258687,0.108160,0.136583,45.326995
milk_consumption,bart,mistral-medium-latest,Yes,No,No,plot+table,3,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/54_milk_consumption_role_plot_plus_table_rep3/02_summaries/bart.txt,0.026248,0.151476,0.350877,0.088935,0.167183,34.783531
milk_consumption,bert,mistral-medium-latest,Yes,No,No,plot+table,3,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/54_milk_consumption_role_plot_plus_table_rep3/02_summaries/bert.txt,0.033697,0.163090,0.384995,0.118694,0.167818,31.755627
milk_consumption,t5,mistral-medium-latest,Yes,No,No,plot+table,3,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/54_milk_consumption_role_plot_plus_table_rep3/02_summaries/t5.txt,0.007925,0.119348,0.297297,0.049661,0.141892,49.832399
milk_consumption,longformer_ext,mistral-medium-latest,Yes,No,No,plot+table,3,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/54_milk_consumption_role_plot_plus_table_rep3/02_summaries/longformer_ext.txt,0.035685,0.130173,0.339093,0.090909,0.151188,42.432419
milk_consumption,none,mistral-medium-latest,No,No,Yes,plot,3,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/55_milk_consumption_insights_plot_rep3/02_summaries/none.txt,0.033465,0.293028,0.338259,0.145909,0.181281,38.525625
milk_consumption,bart,mistral-medium-latest,No,No,Yes,plot,3,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/55_milk_consumption_insights_plot_rep3/02_summaries/bart.txt,0.016506,0.108405,0.273381,0.088942,0.163070,33.217568
milk_consumption,bert,mistral-medium-latest,No,No,Yes,plot,3,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/55_milk_consumption_insights_plot_rep3/02_summaries/bert.txt,0.005206,0.121370,0.301246,0.049943,0.154020,39.542500
milk_consumption,t5,mistral-medium-latest,No,No,Yes,plot,3,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/55_milk_consumption_insights_plot_rep3/02_summaries/t5.txt,0.003920,0.099683,0.266160,0.071156,0.134347,51.523622
milk_consumption,longformer_ext,mistral-medium-latest,No,No,Yes,plot,3,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/55_milk_consumption_insights_plot_rep3/02_summaries/longformer_ext.txt,0.009393,0.137086,0.358754,0.086114,0.146079,45.519155
milk_consumption,none,mistral-medium-latest,No,No,Yes,table,3,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/56_milk_consumption_insights_table_rep3/02_summaries/none.txt,0.023121,0.260688,0.283971,0.108768,0.144204,41.656503
milk_consumption,bart,mistral-medium-latest,No,No,Yes,table,3,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/56_milk_consumption_insights_table_rep3/02_summaries/bart.txt,0.033462,0.137339,0.344371,0.126106,0.185430,35.279484
milk_consumption,bert,mistral-medium-latest,No,No,Yes,table,3,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/56_milk_consumption_insights_table_rep3/02_summaries/bert.txt,0.009441,0.137578,0.321663,0.078947,0.153173,35.469419
milk_consumption,t5,mistral-medium-latest,No,No,Yes,table,3,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/56_milk_consumption_insights_table_rep3/02_summaries/t5.txt,0.007695,0.123862,0.277066,0.060677,0.118743,32.650894
milk_consumption,longformer_ext,mistral-medium-latest,No,No,Yes,table,3,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/56_milk_consumption_insights_table_rep3/02_summaries/longformer_ext.txt,0.020754,0.132887,0.277136,0.074074,0.140878,31.631158
milk_consumption,none,mistral-medium-latest,No,No,Yes,plot+table,3,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/57_milk_consumption_insights_plot_plus_table_rep3/02_summaries/none.txt,0.030288,0.277937,0.295321,0.137370,0.159709,42.529536
milk_consumption,bart,mistral-medium-latest,No,No,Yes,plot+table,3,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/57_milk_consumption_insights_plot_plus_table_rep3/02_summaries/bart.txt,0.021982,0.121345,0.291375,0.086449,0.153846,33.642857
milk_consumption,bert,mistral-medium-latest,No,No,Yes,plot+table,3,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/57_milk_consumption_insights_plot_plus_table_rep3/02_summaries/bert.txt,0.009508,0.136802,0.330159,0.095440,0.160847,34.537000
milk_consumption,t5,mistral-medium-latest,No,No,Yes,plot+table,3,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/57_milk_consumption_insights_plot_plus_table_rep3/02_summaries/t5.txt,0.007245,0.127339,0.314421,0.075829,0.146572,51.033750
milk_consumption,longformer_ext,mistral-medium-latest,No,No,Yes,plot+table,3,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/57_milk_consumption_insights_plot_plus_table_rep3/02_summaries/longformer_ext.txt,0.011413,0.114997,0.259794,0.064050,0.117526,45.428960
milk_consumption,none,mistral-medium-latest,No,Yes,No,plot,3,results/mistral_all_abms_chain/05_summarizer_smoke_latest/runs/run_20260310_060012_222836/bundles/58_milk_consumption_example_plot_rep3/02_summaries/none.txt,0.041981,0.294356,0.365897,0.172769,0.191119,42.625379
